doy,year,tmax,tmin
105,2065,29.3078703,13.81018239
105,2066,23.11313569,12.62283624
105,2067,26.42475918,15.41486718
105,2068,23.5446329,7.877459431
105,2069,20.0538357,12.01108233
106,2040,18.04784273,2.219872153
106,2041,21.21828408,5.458867983
106,2042,20.52263266,4.075994246
106,2043,26.73183883,15.79617045
106,2044,26.65875582,10.18266752
106,2045,27.24660264,13.24754991
106,2046,19.83748897,7.972700514
106,2047,18.93757904,6.869319854
106,2048,24.54934122,9.073961971
106,2049,27.6864032,12.18797763
106,2050,15.30963808,6.735210856
106,2051,24.3211324,8.704997858
106,2052,21.65386974,11.19456779
106,2053,26.8067851,6.053366839
106,2054,26.74448781,14.36306365
106,2055,17.12832699,8.215183555
106,2056,26.53818424,15.76417126
106,2057,25.41427367,9.841982933
106,2058,26.72822484,8.883087906
106,2059,29.48806409,11.92220821
106,2060,26.27909738,11.70787515
106,2061,18.35375375,10.59293486
106,2062,18.53276092,3.008953051
106,2063,18.8002771,3.502729186
106,2064,24.18319665,8.168103152
106,2065,22.5481882,10.66447515
106,2066,24.23346154,8.02452148
106,2067,26.98821433,8.075694465
106,2068,25.28708499,8.433883192
106,2069,20.02018651,12.27263877
107,2040,22.07487946,3.961832678
107,2041,25.81927975,7.949312197
107,2042,22.9179191,5.6714058
107,2043,23.10715882,3.375508332
107,2044,26.35648021,13.97282201
107,2045,28.76931396,7.803246843
107,2046,15.82934098,7.831103805
107,2047,19.64159492,9.641661424
107,2048,27.62996721,11.32467773
107,2049,27.30960026,12.23153775
107,2050,19.1506304,6.153231586
107,2051,22.72245329,12.10012702
107,2052,24.91409282,9.92281251
107,2053,26.75553058,12.10626803
107,2054,28.26070262,13.02516531
107,2055,17.42447864,4.730840613
107,2056,25.18100214,11.87715095
107,2057,26.61257699,11.21756277
107,2058,28.14418824,11.06072983
107,2059,25.96710589,15.42585927
107,2060,28.3832436,15.25218431
107,2061,22.35709607,5.803293589
107,2062,22.63641441,7.826424706
107,2063,22.62428423,5.190332963
107,2064,19.38612827,8.645339328
107,2065,19.98825902,7.417321104
107,2066,17.44818117,5.678426801
107,2067,15.6990115,5.500010838
107,2068,28.2518636,8.397435389
107,2069,22.73793401,10.73363798
108,2040,17.72133408,1.68603294
108,2041,22.16672229,3.588494512
108,2042,27.70148524,7.825554176
108,2043,17.28934526,4.803228478
108,2044,22.57897758,12.33261271
108,2045,28.8446518,10.57261828
108,2046,13.64727824,6.180700885
108,2047,19.99601136,6.730488963
108,2048,23.89533823,7.413294339
108,2049,28.19601705,13.30127203
108,2050,24.48185984,6.356040036
108,2051,18.69313333,7.515012403
108,2052,26.0162998,12.1979859
108,2053,26.3477265,5.187987794
108,2054,27.92980756,8.799175852
108,2055,14.6171008,5.878400891
108,2056,19.38774781,8.711880096
108,2057,25.73079975,7.10319906
108,2058,30.13042159,15.96251736
108,2059,25.85547193,7.620033619
108,2060,30.55849202,15.81400206
108,2061,28.01102331,10.71224073
108,2062,25.21713121,7.575872273
108,2063,25.35039027,10.10987426
108,2064,16.95453103,5.252948964
108,2065,23.87126168,9.049762881
108,2066,21.02920413,7.470494346
108,2067,20.54494389,5.540522031
108,2068,31.31916905,8.609282068
108,2069,17.97550525,7.700528429
109,2040,21.20012559,3.415122381
109,2041,23.104085,4.792645187
109,2042,29.4591441,6.890471808
109,2043,22.34661592,6.092589645
109,2044,26.27594604,13.37881349
109,2045,32.71886529,10.5836411
109,2046,17.26400444,7.062222472
109,2047,18.14255138,3.058230211
109,2048,27.34500768,8.410760392
109,2049,24.47089875,4.437251692
109,2050,19.00615253,2.489150474
109,2051,19.50942848,4.163018804
109,2052,30.03726585,10.48425141
109,2053,27.41444302,5.80415762
109,2054,28.60096605,7.761179144
109,2055,19.53371153,8.627585246
109,2056,19.44659099,7.814237285
109,2057,28.83521723,11.23570724
109,2058,26.68144368,11.95086628
109,2059,21.7476676,7.523128955
109,2060,29.96274125,15.29932814
109,2061,23.63397936,7.79432391
109,2062,29.24641532,12.53811781
109,2063,20.43922843,8.562242901
109,2064,26.69589966,7.970530464
109,2065,17.40138387,6.096803666
109,2066,19.18615131,5.849668506
109,2067,21.2027615,8.733613479
109,2068,29.40769988,14.05881538
109,2069,21.79450609,7.307591776
110,2040,24.01213854,8.193738032
110,2041,23.54962694,10.43557398
110,2042,32.27475114,10.00068437
110,2043,23.0224581,6.599511635
110,2044,28.41156865,11.36599271
110,2045,26.56742929,15.85015381
110,2046,17.4236683,4.233559137
110,2047,24.33677092,4.784384179
110,2048,22.29480836,11.1410326
110,2049,17.71206686,5.284235029
110,2050,20.65096957,5.324735565
110,2051,20.58185802,6.833497997
110,2052,28.31875892,8.447600107
110,2053,30.65531311,9.262573516
110,2054,27.03215763,8.156586032
110,2055,17.42569416,7.863956898
110,2056,21.85951672,10.90688923
110,2057,28.04652619,15.3789597
110,2058,28.91055508,14.30838308
110,2059,25.27725677,7.252805995
110,2060,28.34708397,11.75283093
110,2061,20.9955852,9.547894183
110,2062,28.87198432,16.2988752
110,2063,22.536222,10.60266088
110,2064,28.59073783,7.93822083
110,2065,20.10349277,3.820335905
110,2066,20.93571967,3.438152533
110,2067,19.78355444,9.134687988
110,2068,24.27390406,15.81412419
110,2069,20.32585586,7.7969355
111,2040,22.43883467,8.567001727
111,2041,19.8043987,3.037519175
111,2042,30.30928295,7.009928878
111,2043,22.9186703,7.160794218
111,2044,25.77523993,8.55913136
111,2045,28.3633558,16.05082045
111,2046,19.23697797,3.283192746
111,2047,26.02830436,9.332706651
111,2048,26.2871508,8.91243488
111,2049,24.10654573,7.927611697
111,2050,15.3727322,4.802358119
111,2051,24.16162068,9.680335208
111,2052,27.77567911,6.5336601
111,2053,33.24464592,11.90634393
111,2054,31.3621071,11.48491806
111,2055,18.22079108,9.497543003
111,2056,22.34266114,12.11547956
111,2057,28.21007913,10.98455896
111,2058,22.80976459,11.84014888
111,2059,27.52986202,9.796791096
111,2060,26.65253172,7.663709674
111,2061,19.79527933,11.02929138
111,2062,28.42201477,8.215528655
111,2063,17.69712584,10.84981843
111,2064,28.78790562,14.77386891
111,2065,20.86984402,2.452387737
111,2066,25.53235545,12.01108233
111,2067,17.63768104,9.633059608
111,2068,26.56467032,9.838941175
111,2069,22.26672945,7.800199988
112,2040,17.63299021,0.16281458
112,2041,23.05695315,7.202234636
112,2042,13.95101888,6.94077732
112,2043,24.34521572,7.758291014
112,2044,24.40748103,7.994164625
112,2045,29.87625936,14.02469845
112,2046,17.22916081,7.615666013
112,2047,21.68233254,11.93960775
112,2048,26.5973179,13.03807527
112,2049,27.51514724,9.468483178
112,2050,20.76789077,8.597751066
112,2051,26.53942578,8.401942376
112,2052,25.53150056,7.024753541
112,2053,29.01088423,16.51236595
112,2054,26.25843862,15.27929812
112,2055,22.78066082,9.099074233
112,2056,25.97616519,13.8643956
112,2057,20.31513475,6.178587862
112,2058,18.57351535,10.387851
112,2059,28.26210883,16.20483179
112,2060,18.39283354,2.499392147
112,2061,21.39572944,7.82631589
112,2062,25.23100634,7.249996475
112,2063,20.30360956,9.178063714
112,2064,24.2829744,7.829689194
112,2065,22.96862535,7.517717921
112,2066,22.43725755,5.789757112
112,2067,23.97399033,5.762540152
112,2068,27.91077987,8.72781791
112,2069,24.22800828,6.834180318
113,2040,22.56142923,5.784716934
113,2041,24.61141418,8.836426219
113,2042,19.77730116,3.831655272
113,2043,25.65633242,7.434434852
113,2044,28.0950236,10.85887729
113,2045,28.80483236,15.8152234
113,2046,23.5752214,11.50229352
113,2047,20.71078248,12.04076389
113,2048,26.49748948,14.18219716
113,2049,32.71591856,10.95204262
113,2050,17.40563817,6.654759325
113,2051,15.2267837,6.622698489
113,2052,29.4482991,9.611768252
113,2053,27.90196216,8.392536491
113,2054,26.18159333,11.13456527
113,2055,18.56056983,9.08081077
113,2056,24.46874568,15.17035433
113,2057,26.6455045,8.854034403
113,2058,22.03513978,11.01240444
113,2059,27.4254791,10.97234288
113,2060,18.78929295,4.401553839
113,2061,24.55445311,12.27641335
113,2062,29.04453153,15.2860155
113,2063,18.71220948,9.623277093
113,2064,21.15381532,8.135409392
113,2065,23.35361088,6.680808754
113,2066,20.36172336,4.700856216
113,2067,29.31815914,8.938847156
113,2068,28.88155764,15.30384711
113,2069,27.84695388,7.965949247
114,2040,26.20098531,5.83155986
114,2041,24.45269552,8.852567054
114,2042,20.03390754,8.266948502
114,2043,28.18978956,11.04941199
114,2044,28.5169029,11.69110318
114,2045,28.68550864,16.46705412
114,2046,24.90842849,16.11286467
114,2047,23.70561678,10.93293344
114,2048,25.8280018,13.84523403
114,2049,29.98776817,7.624401224
114,2050,15.39414516,6.714074761
114,2051,19.70757435,2.526802174
114,2052,30.59301085,15.53431452
114,2053,25.89083243,15.09447461
114,2054,23.08888669,9.281206674
114,2055,20.56039013,5.888300285
114,2056,28.49516794,11.80504879
114,2057,25.80646817,7.681466776
114,2058,24.37023736,10.68414333
114,2059,19.76740013,10.75460296
114,2060,20.60146057,2.023140992
114,2061,20.86815491,11.77271521
114,2062,24.47735796,14.49065163
114,2063,22.04573703,6.095182889
114,2064,23.04824401,5.375071693
114,2065,24.20595811,6.686533904
114,2066,22.28571238,8.826448248
114,2067,28.10883216,8.39449605
114,2068,26.3953467,10.34490033
114,2069,28.79567527,7.96281473
115,2040,25.77083595,9.652959384
115,2041,21.30995516,7.725655154
115,2042,19.9174801,10.87744794
115,2043,27.15702619,14.15041701
115,2044,28.9331703,15.22213927
115,2045,28.78443703,12.72032349
115,2046,28.04072507,10.5548953
115,2047,19.84660834,5.21964757
115,2048,32.60015421,10.89964214
115,2049,29.69689979,9.825905068
115,2050,18.45270044,7.739518174
115,2051,22.31319807,7.168520398
115,2052,26.22412406,7.792909299
115,2053,22.73112249,3.555815
115,2054,21.36452812,9.791142117
115,2055,28.64811173,14.13219015
115,2056,20.9987568,8.179991792
115,2057,26.31936446,8.575970284
115,2058,29.36404182,14.07610752
115,2059,22.68879046,11.89150222
115,2060,25.68876174,10.52225909
115,2061,25.81287396,9.271631301
115,2062,23.11791718,14.14387403
115,2063,25.77283776,7.0982824
115,2064,20.28243537,4.404293623
115,2065,28.24583699,11.78672067
115,2066,24.4438875,7.227520316
115,2067,26.42230814,12.41104016
115,2068,25.45214122,9.328565949
115,2069,25.83969122,15.5944046
116,2040,22.44198892,10.51188467
116,2041,22.93463338,3.607630429
116,2042,24.37812097,9.266714218
116,2043,25.2396783,15.17255275
116,2044,28.52041885,16.2483116
116,2045,25.07780355,6.736784821
116,2046,17.84943376,7.017585572
116,2047,26.91903628,9.586736522
116,2048,31.69003593,15.68698239
116,2049,31.23876544,12.24999127
116,2050,19.11527053,3.094894342
116,2051,22.50665095,11.37912083
116,2052,22.70447094,9.315108669
116,2053,22.24427284,8.276266192
116,2054,20.06919019,10.86974791
116,2055,24.46757128,3.667196571
116,2056,19.02396771,7.042510556
116,2057,29.770034,12.67526101
116,2058,31.28254542,17.34800878
116,2059,27.66110431,14.09947529
116,2060,27.99478016,11.9704834
116,2061,24.70891829,14.35324918
116,2062,22.6921852,11.77703788
116,2063,27.44295289,8.118690992
116,2064,23.09827891,4.316052025
116,2065,25.77964391,6.294123816
116,2066,27.43237665,7.837959229
116,2067,20.86410102,7.070042075
116,2068,21.73602373,10.76411285
116,2069,28.7440626,10.78957703
117,2040,25.21366243,11.36753719
117,2041,21.20715469,8.133180272
117,2042,27.57985594,8.487856036
117,2043,24.58402905,13.19341133
117,2044,28.28681791,11.974748
117,2045,27.71899986,11.80159066
117,2046,14.25703591,6.240922041
117,2047,28.51754216,11.10150998
117,2048,28.20927558,10.25518114
117,2049,19.29907715,6.415576415
117,2050,20.87626268,5.279734969
117,2051,22.58934706,12.69866807
117,2052,25.81807866,7.924959414
117,2053,28.24905118,8.282823086
117,2054,20.28055918,12.052193
117,2055,24.46952861,6.714749317
117,2056,21.10229177,8.986389253
117,2057,27.76813809,13.10970477
117,2058,27.871523,12.50498535
117,2059,28.01728852,15.99573788
117,2060,20.39551557,3.773029351
117,2061,27.47836031,10.7600063
117,2062,25.45300841,12.52008369
117,2063,27.24384362,9.538974831
117,2064,27.6552661,12.02626428
117,2065,26.49666179,7.016933938
117,2066,28.43286266,10.99605645
117,2067,15.69501503,1.910224867
117,2068,21.6836263,12.00460014
117,2069,26.84637757,8.163644912
118,2040,25.5785197,11.57758717
118,2041,22.22717403,4.335628641
118,2042,26.75773913,8.274195595
118,2043,30.43472941,10.75244162
118,2044,28.65146786,12.68029379
118,2045,24.25171813,10.98132529
118,2046,22.22419169,6.569656828
118,2047,26.09109743,10.65129099
118,2048,20.31406264,9.480855183
118,2049,22.03602288,4.866764654
118,2050,23.68780119,5.599280968
118,2051,23.64710663,8.45661408
118,2052,27.61658799,11.85761247
118,2053,30.20488455,8.111632112
118,2054,21.00129408,12.23698993
118,2055,30.49071726,12.01381166
118,2056,23.72587029,11.10654014
118,2057,29.02645654,10.66469129
118,2058,20.91815283,11.63589148
118,2059,28.51977958,16.58137182
118,2060,26.55929034,8.735424594
118,2061,17.7179298,7.053588327
118,2062,28.11365344,12.14481995
118,2063,29.94939356,16.12593304
118,2064,19.0911458,5.498491668
118,2065,29.70329556,7.855035581
118,2066,22.92111172,3.533022721
118,2067,20.49394679,3.208477098
118,2068,23.01972582,10.12764935
118,2069,29.95412087,15.50329241
119,2040,25.09674822,6.558119415
119,2041,28.27034519,9.485170998
119,2042,29.24474685,6.199718092
119,2043,26.6830499,11.80435717
119,2044,28.81107582,13.42554902
119,2045,25.17302544,8.58274246
119,2046,23.89904232,9.827643216
119,2047,29.48889832,11.92749631
119,2048,28.57267864,11.04851374
119,2049,27.87643721,9.885436623
119,2050,27.12700552,7.558401851
119,2051,24.20003065,9.1410802
119,2052,21.33971742,2.49856154
119,2053,28.31032167,11.99692388
119,2054,22.60689541,11.65963414
119,2055,29.49918716,12.61864226
119,2056,27.86884715,15.16339267
119,2057,19.5964511,5.90199306
119,2058,24.2745296,8.355304864
119,2059,26.47500391,10.08575091
119,2060,18.86137647,2.360890755
119,2061,18.0295574,7.58946038
119,2062,35.01130295,12.50959873
119,2063,28.77195009,8.55089493
119,2064,23.09435125,7.560828299
119,2065,33.48922443,16.366904
119,2066,22.59604734,5.513345772
119,2067,26.08247878,8.58072911
119,2068,20.5584287,7.235948875
119,2069,31.58521657,16.17197767
120,2040,26.63847729,9.298287068
120,2041,22.59684499,4.862412861
120,2042,28.64028075,7.843291226
120,2043,22.83267606,11.89747358
120,2044,26.16558725,13.35497838
120,2045,28.56500747,10.98922981
120,2046,22.69719649,12.67987439
120,2047,28.73407305,12.43410706
120,2048,28.70948103,7.305075049
120,2049,23.8675576,10.85593316
120,2050,27.21119522,12.54566698
120,2051,21.46640232,8.600679574
120,2052,26.46783059,10.57283441
120,2053,21.32167032,11.05408284
120,2054,24.19884516,7.11303238
120,2055,26.55142728,11.91572603
120,2056,28.31353586,15.58255757
120,2057,22.17826351,2.519949667
120,2058,22.67957615,10.17166388
120,2059,17.28572514,10.0548561
120,2060,19.33797608,5.793789254
120,2061,21.03415183,5.057663574
120,2062,19.22340494,10.57283441
120,2063,19.03621565,9.35004584
120,2064,22.60545964,4.377504628
120,2065,29.43022411,13.84476668
120,2066,26.21712109,9.212764295
120,2067,25.72439396,11.81974588
120,2068,26.93817989,7.014816129
120,2069,31.97839441,12.04366381
121,2040,23.9051276,6.523737925
121,2041,27.95208388,8.011945069
121,2042,30.12235736,11.77721079
121,2043,23.5127959,13.32086144
121,2044,25.49360028,13.35404367
121,2045,26.68184523,8.851686645
121,2046,26.28259887,14.41213595
121,2047,32.67803205,12.12059707
121,2048,27.72021615,7.998501318
121,2049,25.64952627,11.68366819
121,2050,26.59691635,16.16013064
121,2051,24.18604183,7.495089958
121,2052,24.13544589,7.891685314
121,2053,21.74637383,8.387441637
121,2054,26.45831216,9.572062749
121,2055,21.65678071,8.744117948
121,2056,28.48334156,11.978842
121,2057,27.30546173,6.838274244
121,2058,20.59090535,11.97270099
121,2059,21.86622185,10.83668309
121,2060,19.72909879,2.271632771
121,2061,24.5803777,11.09630018
121,2062,17.60543157,10.73687998
121,2063,21.79508914,5.844356637
121,2064,24.0888203,3.913282853
121,2065,24.16683685,6.618690885
121,2066,23.48095889,11.65479275
121,2067,22.59381391,8.569198108
121,2068,25.91245785,12.15778432
121,2069,24.74919796,11.94813694
122,2040,26.16391008,9.168838228
122,2041,28.5623638,10.16680468
122,2042,30.39859508,13.13125394
122,2043,24.50249826,11.95870047
122,2044,23.35580439,14.00613011
122,2045,25.5416098,9.912840389
122,2046,26.3657825,14.46582881
122,2047,31.93742912,12.86835085
122,2048,26.90673306,9.857070681
122,2049,27.15574152,11.95900814
122,2050,25.41232223,15.35854488
122,2051,25.06127108,7.528046405
122,2052,23.11520818,7.147244215
122,2053,17.32562129,5.165216545
122,2054,27.69542992,11.93624071
122,2055,22.77613894,6.489516063
122,2056,28.40639125,15.35624901
122,2057,27.58609111,11.20014021
122,2058,25.70121972,14.87549048
122,2059,22.77553211,9.391603485
122,2060,22.2851452,9.977783411
122,2061,23.03414162,10.65029515
122,2062,19.58200444,10.49517649
122,2063,24.37673579,10.12711165
122,2064,24.2262773,8.053887308
122,2065,26.08286118,8.128216252
122,2066,21.74141823,9.824085983
122,2067,22.0548564,7.955354023
122,2068,26.83839293,17.3283813
122,2069,22.68147302,11.70201381
123,2040,25.55115269,10.94877815
123,2041,22.12938958,15.27297155
123,2042,25.96823349,18.331399
123,2043,26.98031161,13.71694486
123,2044,21.53941354,13.73362773
123,2045,30.65427447,11.93675349
123,2046,19.62981172,12.59742567
123,2047,35.22231293,14.03770046
123,2048,25.58957539,17.47019675
123,2049,15.09754824,8.163799219
123,2050,27.97222872,15.36125818
123,2051,24.52948178,11.94147107
123,2052,26.39766072,8.950693935
123,2053,21.17365608,7.407390009
123,2054,30.05752991,12.76949565
123,2055,27.24442203,9.048449487
123,2056,30.90354943,19.48947106
123,2057,25.63201616,8.971618241
123,2058,22.32522354,11.75336194
123,2059,22.29411589,11.30938083
123,2060,27.36372845,10.80749036
123,2061,26.14706701,15.03000375
123,2062,22.81467283,9.51197183
123,2063,27.02601079,13.71787169
123,2064,28.33067603,9.168126501
123,2065,26.7588803,8.976767789
123,2066,23.62594597,8.10550372
123,2067,21.6135848,7.121655649
123,2068,29.24067875,21.41854668
123,2069,28.81969,13.38529195
124,2040,23.57843495,9.147011931
124,2041,22.55585166,14.12522292
124,2042,30.07259383,10.33153178
124,2043,19.97722763,11.87284689
124,2044,27.51960055,11.80204053
124,2045,30.06447242,12.49215129
124,2046,18.06075446,7.13528574
124,2047,31.73808739,17.45945648
124,2048,25.77529811,10.10892332
124,2049,18.08143888,6.329637494
124,2050,27.70847577,11.55797949
124,2051,17.40430575,9.036296556
124,2052,29.30044911,12.23910607
124,2053,22.16388437,8.278373116
124,2054,29.9665178,12.15138482
124,2055,27.83208431,14.02742174
124,2056,30.50755769,19.99374199
124,2057,25.24456646,9.783677233
124,2058,26.19759623,12.91089861
124,2059,21.16767842,8.803154426
124,2060,26.38439015,16.1476584
124,2061,25.62448229,12.6101855
124,2062,23.49033377,9.749384581
124,2063,22.62837514,7.232239405
124,2064,28.87906456,11.3113531
124,2065,28.02510767,11.3354754
124,2066,28.90744035,11.53312864
124,2067,26.04794763,9.569818838
124,2068,28.7971399,20.66976738
124,2069,30.41863039,15.60622197
125,2040,28.73112247,10.10033656
125,2041,28.8425814,15.97106777
125,2042,21.5753571,8.11421019
125,2043,23.2622237,10.34495561
125,2044,30.26293052,12.01086629
125,2045,25.72463136,16.66461908
125,2046,23.48820719,8.163231406
125,2047,30.06538935,20.95492363
125,2048,27.85175509,11.29090349
125,2049,22.07432166,7.023268418
125,2050,27.87753447,11.54127646
125,2051,20.94608934,11.07888653
125,2052,29.07550307,14.53353301
125,2053,22.05059838,7.052523274
125,2054,27.3562989,14.41398473
125,2055,19.88259137,9.523794002
125,2056,31.61289783,21.35848808
125,2057,28.17796573,10.70289322
125,2058,30.15608309,11.99109273
125,2059,21.7551802,12.00153914
125,2060,26.49499572,14.72457127
125,2061,24.96019209,9.898975596
125,2062,25.09630867,12.22241912
125,2063,25.11736759,9.719291335
125,2064,28.3004961,10.96022497
125,2065,30.31119466,12.36128897
125,2066,30.07049798,13.87230962
125,2067,25.54839027,10.28311207
125,2068,28.41695508,15.18990281
125,2069,20.98381357,11.18517829
126,2040,30.17666282,10.12281826
126,2041,22.25065041,7.417944957
126,2042,27.06324111,12.48444116
126,2043,24.98571515,9.781570615
126,2044,32.13718325,13.84482563
126,2045,28.73605323,14.14915137
126,2046,26.93001377,8.723611968
126,2047,26.4151144,13.26680509
126,2048,28.37436441,10.47894641
126,2049,25.50778576,9.323997699
126,2050,29.81962596,11.92208799
126,2051,18.90074001,9.729597241
126,2052,26.36765769,14.15104046
126,2053,28.47397347,11.90699536
126,2054,24.73796646,15.44425657
126,2055,17.5433967,7.25880881
126,2056,26.98289836,10.2465426
126,2057,30.28626073,14.09717021
126,2058,31.90137248,12.86889985
126,2059,23.26095899,14.6752939
126,2060,19.66619602,12.11745768
126,2061,28.18690436,12.53275143
126,2062,23.27218333,13.1836862
126,2063,26.89552383,11.40535852
126,2064,30.32396549,13.77548936
126,2065,26.37905307,12.00079297
126,2066,26.95444415,10.15705087
126,2067,26.11441208,7.708184713
126,2068,22.16896336,13.0724014
126,2069,17.70834429,10.67972653
127,2040,28.93772376,14.47478616
127,2041,24.57358748,12.21720445
127,2042,27.16028368,10.76521568
127,2043,28.41242772,9.888102969
127,2044,24.03947796,15.43634761
127,2045,31.72881568,14.58131758
127,2046,28.02921746,11.76203344
127,2047,19.40711162,11.5394432
127,2048,28.68017065,12.4765351
127,2049,25.10071635,15.48462524
127,2050,30.0916415,12.24901395
127,2051,21.92548721,12.56882605
127,2052,28.60730811,14.77013726
127,2053,29.02875889,16.24880705
127,2054,25.51863333,16.28602058
127,2055,24.7042489,9.798806575
127,2056,16.7555296,10.48941743
127,2057,28.90362512,13.14480786
127,2058,31.58326699,16.47823364
127,2059,24.63873268,15.20931335
127,2060,25.39788141,11.42518633
127,2061,28.58366216,11.10002776
127,2062,19.6632345,11.18041021
127,2063,26.4605238,11.81890229
127,2064,28.21792666,17.3180794
127,2065,19.78346644,9.206816531
127,2066,30.22773054,18.65972187
127,2067,24.12441789,9.824277494
127,2068,19.90092014,13.14873136
127,2069,21.53651677,11.20309971
128,2040,21.14218879,11.20457946
128,2041,20.98164551,6.282655608
128,2042,30.04705067,9.956100989
128,2043,28.0516452,12.719885
128,2044,22.03904088,6.577042261
128,2045,32.31421096,14.29398144
128,2046,26.9782997,15.55886236
128,2047,22.23964594,9.830980367
128,2048,27.08694655,9.213013541
128,2049,24.60310637,15.02523837
128,2050,26.67582109,11.30088492
128,2051,26.38208222,11.53516559
128,2052,25.82608229,17.1486461
128,2053,27.21419715,14.46881459
128,2054,26.91363105,11.81714585
128,2055,25.81006312,9.779080977
128,2056,20.64145547,11.80309439
128,2057,30.68268418,12.29306285
128,2058,30.18019671,15.4104787
128,2059,19.07967011,12.13369631
128,2060,23.33716686,12.89580102
128,2061,22.57232869,7.236354149
128,2062,18.2331581,7.238282936
128,2063,29.89211458,10.97104741
128,2064,28.78645658,15.4116321
128,2065,18.64616143,10.00862877
128,2066,26.42622129,9.542298833
128,2067,22.97460861,9.790188595
128,2068,22.26906174,12.17887661
128,2069,25.24070228,12.44244069
129,2040,26.51473368,11.19767396
129,2041,22.32181448,7.505389951
129,2042,25.25932061,8.719863505
129,2043,23.22791831,15.54702245
129,2044,23.41837323,11.04565396
129,2045,22.44423305,12.51791676
129,2046,27.96836927,11.96064903
129,2047,24.48852465,13.4451882
129,2048,17.35482147,10.1132167
129,2049,29.95679078,12.03999925
129,2050,25.43155206,8.555568548
129,2051,24.41817476,5.99093441
129,2052,28.41125396,16.22421662
129,2053,31.54826994,13.18011938
129,2054,28.20425581,11.96126437
129,2055,27.98559895,11.22788277
129,2056,22.98738971,10.27425841
129,2057,32.49522322,13.14302445
129,2058,30.253653,17.48027946
129,2059,21.19091233,10.6187096
129,2060,21.93866919,11.83383197
129,2061,27.66130507,9.939509566
129,2062,24.29242945,7.24329778
129,2063,30.06630628,12.15921416
129,2064,24.19154079,9.019200058
129,2065,25.20873495,8.586293402
129,2066,23.51524514,6.415665834
129,2067,22.72577182,9.402871116
129,2068,25.51140162,11.73077041
129,2069,21.09657645,11.86896638
130,2040,28.63865275,11.98512336
130,2041,19.74755703,9.530911245
130,2042,28.58531188,12.46232909
130,2043,26.04022339,15.67594584
130,2044,29.16383019,15.14228809
130,2045,22.35675732,13.10664288
130,2046,31.3126231,11.60706549
130,2047,24.84017556,10.08595938
130,2048,19.66704216,8.379278959
130,2049,30.28964387,12.76841159
130,2050,20.99725554,7.094130181
130,2051,23.98040623,10.33214196
130,2052,27.67593,17.3079967
130,2053,32.21516652,18.5213741
130,2054,23.92689252,13.76066015
130,2055,29.96805365,14.08964471
130,2056,25.53056013,10.5540954
130,2057,32.48782335,16.35261985
130,2058,30.18601724,16.37412051
130,2059,26.49916571,9.307659634
130,2060,20.65669784,7.227996074
130,2061,27.54271993,9.781187594
130,2062,26.5052817,14.35725481
130,2063,25.67602677,16.58758406
130,2064,27.36249019,10.1016636
130,2065,27.26895128,8.739655403
130,2066,25.55140382,11.29876095
130,2067,24.48756095,10.47755028
130,2068,28.97025869,12.97363219
130,2069,28.42718354,14.05238435
131,2040,31.25327218,16.38473701
131,2041,19.55535083,6.673431168
131,2042,29.85917921,13.7231237
131,2043,27.182797,16.46378091
131,2044,24.28034777,15.94430315
131,2045,23.25795529,15.29092108
131,2046,31.64672832,12.25266422
131,2047,28.29964195,12.43746859
131,2048,21.52927485,10.98936232
131,2049,32.70811186,13.26122637
131,2050,25.2628335,11.98288484
131,2051,25.17858535,7.485250881
131,2052,30.2251383,12.26213324
131,2053,29.72544486,17.05768256
131,2054,30.98924374,12.51176818
131,2055,26.51612367,16.06618209
131,2056,27.00215524,12.49722631
131,2057,25.05904884,13.7971153
131,2058,31.51583933,18.24434113
131,2059,25.71114422,9.202872979
131,2060,21.1088606,11.01345186
131,2061,30.59172729,13.39128401
131,2062,24.37239915,13.155865
131,2063,28.29992667,15.69357414
131,2064,29.88733639,10.08118053
131,2065,28.27800352,9.991685544
131,2066,24.71713285,6.7795527
131,2067,24.38203612,10.09791665
131,2068,30.092473,15.11220661
131,2069,31.24414887,22.22714043
132,2040,28.04577406,9.280053938
132,2041,23.97318117,8.647143313
132,2042,30.56996179,18.4268927
132,2043,26.14362965,15.21265279
132,2044,28.54093584,15.33245545
132,2045,26.43213535,14.86823475
132,2046,16.12252618,9.131659757
132,2047,28.86380363,12.22867673
132,2048,18.93449257,10.87053827
132,2049,27.00732873,11.96259759
132,2050,28.72564385,14.08579019
132,2051,25.95834646,9.039386284
132,2052,29.84612437,11.41370708
132,2053,21.29767087,10.90881834
132,2054,23.49154896,11.71545782
132,2055,26.12609911,11.86228619
132,2056,24.94319186,8.387687779
132,2057,29.49828173,12.87027236
132,2058,25.74598644,10.75911418
132,2059,25.31445068,11.01602803
132,2060,22.61866581,12.88152693
132,2061,29.19547371,15.30573988
132,2062,18.36333939,11.01422471
132,2063,28.92985484,17.16355097
132,2064,30.43401954,10.99851978
132,2065,29.00412723,12.74311698
132,2066,25.01423381,8.929483306
132,2067,27.31225808,11.8383987
132,2068,30.14007663,15.61700943
132,2069,30.11326061,15.46963116
133,2040,30.28203128,11.04591158
133,2041,27.90133436,9.614197988
133,2042,30.0507184,10.64320584
133,2043,27.25897041,11.93941995
133,2044,25.97194112,11.46482857
133,2045,28.5709945,17.16990746
133,2046,22.6571997,7.622159885
133,2047,28.960462,11.63521389
